,session,aimbodypart_0,aimbodypart_1,aimbodypart_2,aimbodypart_3,hitgroup_0,hitgroup_1,hitgroup_2,hitgroup_3,hitgroup_4,hitgroup_5,hitgroup_6,hitgroup_7,weapon_2,weapon_4,weapon_5,weapon_6,weapon_7,weapon_8,weapon_9,weapon_10,weapon_11,weapon_12,weapon_15,weapon_17,weapon_18,weapon_19,weapon_21,weapon_23,weapon_24,weapon_25,weapon_27,weapon_28,weapon_29,weapon_30,weapon_31,weapon_32,weapon_34,weapon_35,weapon_36,weapon_37,weapon_38,weapon_39,weapon_40,weapon_41,weapon_42,weapon_43,weapon_44,weapon_45,weapon_47,weapon_48,weapon_49,weapon_50,weapon_51,weapon_52,weapon_53,weapon_54,weapon_55,weapon_56,weapon_57,weapon_59,weapon_60,weapon_61,weapon_63,weapon_64,weapon_68,weapon_69,weapon_70,weapon_72,weapon_74,weapon_75,weapon_76,weapon_78,weapon_80,weapon_81,weapon_82,weapon_83,weapon_84,weapon_85,weapon_500,weapon_503,weapon_505,weapon_506,weapon_507,weapon_508,weapon_509,weapon_512,weapon_514,weapon_515,weapon_516,weapon_517,weapon_518,weapon_519,weapon_520,weapon_521,weapon_522,weapon_523,weapon_525
0,1,None,head,body,legs,generic,head,chest,belly,arm1,arm2,leg1,leg2,glock,hegrenade,xm1014,c4,mac10,aug,smokegrenade,elite,fiveseven,ump45,famas,awp,mp5sd,m249,m4a1,g3sg1,flashbang,deagle,ak47,knife,p90,shield,kevlar,assaultsuit,galilar,bizon,mag7,negev,sawedoff,tec9,taser,hkp2000,mp7,mp9,nova,p250,scar20,sg556,ssg08,knifegg,molotov,decoy,incgrenade,defuser,heavyassaultsuit,cutters,healthshot,knife_t,m4a1_silencer,usp_silencer,cz75a,revolver,tagrenade,fists,breachcharge,tablet,melee,axe,hammer,spanner,knife_ghost,firebomb,diversion,frag_grenade,snowball,bumpmine,bayonet,knife_css,knife_flip,knife_gut,knife_karambit,knife_m9_bayonet,knife_tactical,knife_falchion,knife_survival_bowie,knife_butterfly,knife_push,knife_cord,knife_canis,knife_ursus,knife_gypsy_jackknife,knife_outdoor,knife_stiletto,knife_widowmaker,knife_skeleton
