,AnnotationTimestamp,VideoTime,arousal,session,participant,time
66,1602190712738,88080,30,1,3,16817.82913554193
67,1602190712805,88161,31,1,3,16817.91013554193
68,1602190712887,88241,32,1,3,16817.99013554193
69,1602190719721,95090,33,1,3,16824.83913554193
70,1602190719771,95132,34,1,3,16824.88113554193
71,1602190729771,105113,35,1,3,16834.86213554193
72,1602190729988,105321,36,1,3,16835.07013554193
73,1602190730971,106330,37,1,3,16836.07913554193
74,1602190731003,106371,38,1,3,16836.12013554193
75,1602190731053,106412,39,1,3,16836.16113554193
76,1602190739203,114548,40,1,3,16844.29713554193
77,1602190739554,114911,41,1,3,16844.66013554193
78,1602190739587,114951,42,1,3,16844.70013554193
79,1602190739637,114991,43,1,3,16844.74013554193
80,1602190739937,115273,44,1,3,16845.02213554193
81,1602190739953,115313,46,1,3,16845.062135541928
82,1602190739988,115353,47,1,3,16845.10213554193
83,1602190740037,115393,48,1,3,16845.14213554193
84,1602190741554,116885,47,1,3,16846.634135541928
85,1602190741637,117006,46,1,3,16846.75513554193
86,1602190741720,117086,45,1,3,16846.83513554193
87,1602190741803,117167,44,1,3,16846.91613554193
88,1602190741870,117207,43,1,3,16846.95613554193
89,1602190742187,117529,42,1,3,16847.27813554193
90,1602190742203,117569,41,1,3,16847.31813554193
91,1602190742254,117610,37,1,3,16847.35913554193
92,1602190742287,117650,35,1,3,16847.39913554193
93,1602190743404,118738,34,1,3,16848.48713554193
94,1602190743437,118779,33,1,3,16848.52813554193
95,1602190743454,118820,32,1,3,16848.56913554193
96,1602190743503,118860,30,1,3,16848.60913554193
97,1602190743537,118901,29,1,3,16848.65013554193
98,1602190745803,121162,28,1,3,16850.91113554193
99,1602190746020,121365,27,1,3,16851.11413554193
100,1602190746154,121487,26,1,3,16851.23613554193
101,1602190746303,121647,25,1,3,16851.39613554193
102,1602190746470,121809,24,1,3,16851.55813554193
103,1602190746554,121890,23,1,3,16851.63913554193
104,1602190746637,121971,22,1,3,16851.72013554193
105,1602190747104,122454,21,1,3,16852.20313554193
106,1602190747137,122496,20,1,3,16852.24513554193
107,1602190747187,122537,19,1,3,16852.28613554193
108,1602190747254,122617,18,1,3,16852.366135541928
109,1602190747370,122737,17,1,3,16852.48613554193
110,1602190747454,122818,16,1,3,16852.56713554193
111,1602190747837,123180,15,1,3,16852.92913554193
112,1602190747870,123221,14,1,3,16852.97013554193
113,1602190747904,123261,13,1,3,16853.01013554193
114,1602190747937,123301,12,1,3,16853.05013554193
115,1602190747987,123342,11,1,3,16853.09113554193
116,1602190748020,123382,10,1,3,16853.13113554193
117,1602190748553,123908,9,1,3,16853.65713554193
118,1602190748587,123949,8,1,3,16853.69813554193
119,1602190748637,123989,6,1,3,16853.73813554193
120,1602190748670,124031,5,1,3,16853.78013554193
121,1602190748703,124071,4,1,3,16853.82013554193
122,1602190748753,124111,3,1,3,16853.86013554193
123,1602190749187,124554,2,1,3,16854.30313554193
124,1602190749237,124595,0,1,3,16854.34413554193
125,1602190749270,124635,-1,1,3,16854.384135541928
126,1602190749320,124675,-2,1,3,16854.42413554193
127,1602190749620,124959,-3,1,3,16854.70813554193
128,1602190749637,125000,-4,1,3,16854.74913554193
129,1602190749687,125040,-8,1,3,16854.78913554193
130,1602190750037,125405,-9,1,3,16855.15413554193
131,1602190750087,125447,-10,1,3,16855.19613554193
132,1602190750120,125486,-12,1,3,16855.23513554193
133,1602190750170,125527,-13,1,3,16855.276135541928
134,1602190750404,125769,-14,1,3,16855.51813554193
135,1602190750453,125809,-17,1,3,16855.55813554193
136,1602190750487,125849,-18,1,3,16855.598135541928
137,1602190751637,126977,-19,1,3,16856.72613554193
138,1602190751654,127017,-20,1,3,16856.76613554193
139,1602190751703,127057,-21,1,3,16856.80613554193
140,1602190754087,129431,-22,1,3,16859.18013554193
141,1602190754220,129553,-23,1,3,16859.30213554193
142,1602190754303,129634,-24,1,3,16859.383135541928
143,1602190755420,130763,-25,1,3,16860.51213554193
144,1602190755486,130844,-26,1,3,16860.59313554193
145,1602190758970,134310,-27,1,3,16864.05913554193
146,1602190759004,134350,-28,1,3,16864.09913554193
147,1602190759070,134430,-29,1,3,16864.17913554193
148,1602190759120,134471,-30,1,3,16864.22013554193
149,1602190761420,136771,-31,1,3,16866.52013554193
150,1602190761470,136811,-32,1,3,16866.56013554193
151,1602190761520,136852,-33,1,3,16866.60113554193
152,1602190762803,138140,-34,1,3,16867.88913554193
153,1602190762837,138179,-35,1,3,16867.92813554193
154,1602190762853,138220,-36,1,3,16867.96913554193
155,1602190762904,138261,-39,1,3,16868.01013554193
156,1602190762936,138301,-40,1,3,16868.05013554193
157,1602190764204,139545,-41,1,3,16869.294135541928
158,1602190764220,139585,-42,1,3,16869.33413554193
159,1602190764270,139625,-45,1,3,16869.37413554193
160,1602190764303,139666,-47,1,3,16869.41513554193
161,1602190765453,140794,-48,1,3,16870.54313554193
162,1602190765470,140834,-49,1,3,16870.58313554193
163,1602190765520,140874,-52,1,3,16870.62313554193
164,1602190765553,140914,-54,1,3,16870.66313554193
165,1602190765587,140954,-55,1,3,16870.70313554193
166,1602190768386,143737,-56,1,3,16873.48613554193
167,1602190768419,143777,-57,1,3,16873.526135541928
168,1602190768453,143817,-58,1,3,16873.56613554193
169,1602190768503,143858,-60,1,3,16873.60713554193
170,1602190771169,146520,-61,1,3,16876.26913554193
171,1602190771203,146561,-62,1,3,16876.31013554193
172,1602190771269,146602,-63,1,3,16876.35113554193
173,1602190772620,147974,-64,1,3,16877.723135541928
174,1602190772969,148336,-65,1,3,16878.08513554193
175,1602190773553,148899,-66,1,3,16878.64813554193
176,1602190774003,149342,-67,1,3,16879.09113554193
177,1602190778819,154180,-68,1,3,16883.92913554193
178,1602190778886,154221,-69,1,3,16883.97013554193
179,1602190778936,154301,-70,1,3,16884.05013554193
180,1602190779087,154422,-71,1,3,16884.17113554193
181,1602190779153,154502,-72,1,3,16884.25113554193
182,1602190779203,154544,-73,1,3,16884.29313554193
183,1602190788703,164064,-74,1,3,16893.81313554193
184,1602190788753,164104,-75,1,3,16893.85313554193
185,1602190788786,164145,-76,1,3,16893.89413554193
186,1602190788820,164186,-77,1,3,16893.93513554193
187,1602190788886,164226,-78,1,3,16893.97513554193
188,1602190789253,164589,-79,1,3,16894.33813554193
189,1602190789270,164628,-81,1,3,16894.37713554193
190,1602190789303,164669,-83,1,3,16894.41813554193
191,1602190789352,164709,-84,1,3,16894.45813554193
192,1602190792752,168096,-83,1,3,16897.84513554193
193,1602190792786,168137,-81,1,3,16897.88613554193
194,1602190792819,168176,-80,1,3,16897.92513554193
195,1602190792869,168217,-79,1,3,16897.96613554193
196,1602190792903,168258,-78,1,3,16898.00713554193
197,1602190793219,168580,-77,1,3,16898.32913554193
198,1602190793270,168621,-72,1,3,16898.37013554193
199,1602190793302,168660,-71,1,3,16898.40913554193
200,1602190793669,169026,-70,1,3,16898.77513554193
201,1602190793703,169066,-69,1,3,16898.81513554193
202,1602190793752,169107,-66,1,3,16898.85613554193
203,1602190793786,169147,-65,1,3,16898.89613554193
204,1602190793836,169188,-64,1,3,16898.937135541928
205,1602190799136,174468,-63,1,3,16904.21713554193
206,1602190799153,174508,-62,1,3,16904.25713554193
207,1602190799185,174549,-60,1,3,16904.29813554193
208,1602190799236,174590,-59,1,3,16904.33913554193
209,1602190799469,174832,-58,1,3,16904.58113554193
210,1602190799519,174873,-54,1,3,16904.62213554193
211,1602190799552,174913,-53,1,3,16904.66213554193
212,1602190800285,175638,-52,1,3,16905.38713554193
213,1602190800319,175678,-51,1,3,16905.42713554193
214,1602190800353,175718,-49,1,3,16905.46713554193
215,1602190800402,175759,-47,1,3,16905.508135541928
216,1602190800986,176324,-46,1,3,16906.07313554193
217,1602190801002,176364,-44,1,3,16906.11313554193
218,1602190801052,176405,-41,1,3,16906.15413554193
219,1602190801086,176445,-40,1,3,16906.19413554193
220,1602190801286,176648,-39,1,3,16906.39713554193
221,1602190801336,176689,-33,1,3,16906.43813554193
222,1602190801370,176731,-32,1,3,16906.48013554193
223,1602190801553,176892,-29,1,3,16906.64113554193
224,1602190801569,176932,-26,1,3,16906.68113554193
225,1602190801620,176972,-24,1,3,16906.72113554193
226,1602190801803,177134,-23,1,3,16906.883135541928
227,1602190801819,177174,-21,1,3,16906.92313554193
228,1602190801852,177215,-18,1,3,16906.96413554193
229,1602190801902,177256,-17,1,3,16907.00513554193
230,1602190802835,178180,-16,1,3,16907.92913554193
231,1602190803035,178382,-15,1,3,16908.13113554193
232,1602190804185,179514,-14,1,3,16909.26313554193
233,1602190804202,179554,-13,1,3,16909.30313554193
234,1602190804235,179594,-11,1,3,16909.34313554193
235,1602190806735,182099,-10,1,3,16911.848135541928
236,1602190806786,182140,-4,1,3,16911.88913554193
237,1602190806836,182180,-3,1,3,16911.92913554193
238,1602190823585,198941,-2,1,3,16928.69013554193
239,1602190823619,198982,0,1,3,16928.73113554193
240,1602190823669,199022,1,1,3,16928.77113554193
241,1602190824869,200194,2,1,3,16929.94313554193
242,1602190824902,200234,3,1,3,16929.98313554193
243,1602190824935,200275,4,1,3,16930.02413554193
244,1602190825002,200357,5,1,3,16930.10613554193
245,1602190825052,200397,6,1,3,16930.14613554193
246,1602190826369,201727,7,1,3,16931.47613554193
247,1602190826402,201767,9,1,3,16931.51613554193
248,1602190826452,201807,13,1,3,16931.55613554193
249,1602190833402,208733,14,1,3,16938.48213554193
250,1602190833435,208776,15,1,3,16938.52513554193
251,1602190833451,208816,16,1,3,16938.56513554193
252,1602190833501,208855,18,1,3,16938.60413554193
253,1602190833535,208896,19,1,3,16938.64513554193
254,1602190833602,208937,20,1,3,16938.68613554193
255,1602190837768,213128,21,1,3,16942.87713554193
256,1602190837818,213169,23,1,3,16942.91813554193
257,1602190837851,213210,24,1,3,16942.95913554193
258,1602190837902,213251,25,1,3,16943.00013554193
259,1602190849468,224798,26,1,3,16954.54713554193
260,1602190850219,225570,28,1,3,16955.31913554193
261,1602190850251,225610,30,1,3,16955.35913554193
262,1602190850302,225650,31,1,3,16955.39913554193
263,1602190850569,225892,33,1,3,16955.64113554193
264,1602190850585,225933,35,1,3,16955.68213554193
265,1602190850618,225974,38,1,3,16955.723135541928
266,1602190850668,226015,39,1,3,16955.76413554193
267,1602190850901,226258,41,1,3,16956.00713554193
268,1602190850935,226298,45,1,3,16956.04713554193
269,1602190850985,226339,46,1,3,16956.08813554193
270,1602190851835,227187,49,1,3,16956.93613554193
271,1602190851868,227227,53,1,3,16956.97613554193
272,1602190851918,227268,54,1,3,16957.01713554193
273,1602190852552,227912,55,1,3,16957.66113554193
274,1602190852602,227952,59,1,3,16957.70113554193
275,1602190852634,227992,60,1,3,16957.741135541928
276,1602190852685,228033,61,1,3,16957.78213554193
277,1602190854968,230330,62,1,3,16960.07913554193
278,1602190855018,230371,63,1,3,16960.12013554193
279,1602190855085,230411,64,1,3,16960.16013554193
280,1602190855102,230451,65,1,3,16960.20013554193
281,1602190855135,230494,66,1,3,16960.24313554193
282,1602190855202,230534,67,1,3,16960.28313554193
283,1602190858251,233607,66,1,3,16963.35613554193
284,1602190858284,233647,65,1,3,16963.39613554193
285,1602190858335,233687,64,1,3,16963.43613554193
286,1602190858368,233728,61,1,3,16963.47713554193
287,1602190858618,233970,60,1,3,16963.71913554193
288,1602190858651,234012,56,1,3,16963.76113554193
289,1602190858701,234051,52,1,3,16963.80013554193
290,1602190859168,234497,53,1,3,16964.24613554193
291,1602190859185,234537,55,1,3,16964.28613554193
292,1602190859218,234578,58,1,3,16964.32713554193
293,1602190859268,234619,60,1,3,16964.36813554193
294,1602190859451,234780,61,1,3,16964.52913554193
295,1602190859468,234821,62,1,3,16964.57013554193
296,1602190859501,234862,66,1,3,16964.61113554193
297,1602190859551,234902,67,1,3,16964.651135541928
298,1602190859752,235103,68,1,3,16964.85213554193
299,1602190859785,235143,72,1,3,16964.89213554193
300,1602190859834,235183,74,1,3,16964.93213554193
301,1602190860685,236029,75,1,3,16965.77813554193
302,1602190860718,236069,79,1,3,16965.81813554193
303,1602190860751,236109,82,1,3,16965.85813554193
304,1602190863218,238575,83,1,3,16968.32413554193
305,1602190863451,238776,84,1,3,16968.52513554193
306,1602190863617,238977,85,1,3,16968.72613554193
307,1602190863701,239059,86,1,3,16968.80813554193
308,1602190863751,239101,88,1,3,16968.85013554193
309,1602190863801,239141,89,1,3,16968.89013554193
310,1602190864518,239868,90,1,3,16969.61713554193
311,1602190864551,239909,93,1,3,16969.65813554193
312,1602190864601,239949,95,1,3,16969.69813554193
313,1602190865751,241081,96,1,3,16970.830135541928
314,1602190865784,241121,97,1,3,16970.87013554193
315,1602190865801,241161,98,1,3,16970.91013554193
316,1602190865851,241201,100,1,3,16970.95013554193
317,1602190866268,241605,101,1,3,16971.35413554193
318,1602190866285,241646,102,1,3,16971.39513554193
319,1602190866335,241687,103,1,3,16971.43613554193
320,1602190868401,243747,104,1,3,16973.49613554193
321,1602190868467,243829,105,1,3,16973.57813554193
322,1602190872618,247946,106,1,3,16977.69513554193
323,1602190872635,247986,107,1,3,16977.73513554193
324,1602190872668,248026,109,1,3,16977.77513554193
325,1602190872718,248067,110,1,3,16977.81613554193
326,1602190873234,248591,113,1,3,16978.34013554193
327,1602190873268,248631,117,1,3,16978.38013554193
328,1602190873317,248671,119,1,3,16978.420135541928
329,1602190873468,248792,120,1,3,16978.54113554193
330,1602190873484,248832,123,1,3,16978.58113554193
331,1602190873517,248872,127,1,3,16978.62113554193
332,1602190873701,249034,128,1,3,16978.78313554193
333,1602190873718,249074,131,1,3,16978.82313554193
334,1602190873751,249114,134,1,3,16978.86313554193
335,1602190873800,249155,135,1,3,16978.90413554193
336,1602190874435,249761,137,1,3,16979.51013554193
337,1602190874451,249801,139,1,3,16979.55013554193
338,1602190874484,249842,145,1,3,16979.59113554193
339,1602190875284,250610,144,1,3,16980.35913554193
340,1602190875301,250651,143,1,3,16980.40013554193
341,1602190875334,250691,140,1,3,16980.44013554193
342,1602190875385,250731,139,1,3,16980.48013554193
343,1602190880300,255625,140,1,3,16985.37413554193
344,1602190880401,255747,141,1,3,16985.49613554193
345,1602190880834,256192,142,1,3,16985.94113554193
346,1602190880884,256233,144,1,3,16985.98213554193
347,1602190880934,256273,145,1,3,16986.02213554193
348,1602190881451,256799,146,1,3,16986.54813554193
349,1602190881484,256840,148,1,3,16986.58913554193
350,1602190881518,256880,150,1,3,16986.62913554193
351,1602190899551,261742,151,1,3,16991.491135541928
352,1602190899634,261822,152,1,3,16991.57113554193
353,1602190900684,262862,151,1,3,16992.61113554193
354,1602190900718,262902,150,1,3,16992.651135541928
355,1602190900750,262942,148,1,3,16992.69113554193
356,1602190902317,264502,147,1,3,16994.25113554193
357,1602190902350,264542,146,1,3,16994.29113554193
358,1602190902384,264582,145,1,3,16994.33113554193
359,1602190902434,264622,144,1,3,16994.37113554193
360,1602190903700,265882,145,1,3,16995.63113554193
361,1602190903734,265922,147,1,3,16995.67113554193
362,1602190903767,265962,149,1,3,16995.71113554193
363,1602190905134,267322,150,1,3,16997.07113554193
364,1602190905167,267362,152,1,3,16997.11113554193
365,1602190905234,267422,155,1,3,16997.17113554193
366,1602190906900,269082,156,1,3,16998.83113554193
367,1602190906933,269122,157,1,3,16998.87113554193
368,1602190906983,269182,160,1,3,16998.93113554193
369,1602190907033,269222,161,1,3,16998.97113554193
370,1602190908000,270182,160,1,3,16999.93113554193
371,1602190908034,270222,159,1,3,16999.97113554193
372,1602190908067,270262,158,1,3,17000.01113554193
373,1602190908117,270302,157,1,3,17000.05113554193
374,1602190908550,270742,156,1,3,17000.491135541928
375,1602190908584,270782,153,1,3,17000.53113554193
376,1602190908633,270822,150,1,3,17000.57113554193
377,1602190908667,270862,149,1,3,17000.61113554193
378,1602190909333,271502,148,1,3,17001.25113554193
379,1602190909350,271542,147,1,3,17001.29113554193
380,1602190909383,271583,142,1,3,17001.33213554193
381,1602190909450,271642,140,1,3,17001.39113554193
382,1602190914100,276262,141,1,3,17006.01113554193
383,1602190914117,276302,143,1,3,17006.05113554193
384,1602190914150,276342,146,1,3,17006.09113554193
385,1602190914183,276382,147,1,3,17006.13113554193
386,1602190914417,276582,148,1,3,17006.33113554193
387,1602190914433,276622,150,1,3,17006.37113554193
388,1602190914467,276662,154,1,3,17006.41113554193
389,1602190914517,276702,156,1,3,17006.45113554193
390,1602190914717,276913,158,1,3,17006.66213554193
391,1602190914767,276961,164,1,3,17006.71013554193
392,1602190914983,277182,165,1,3,17006.93113554193
393,1602190915034,277222,171,1,3,17006.97113554193
394,1602190915067,277262,172,1,3,17007.01113554193
395,1602190915250,277442,173,1,3,17007.19113554193
396,1602190915283,277482,177,1,3,17007.23113554193
397,1602190915350,277542,179,1,3,17007.29113554193
398,1602190915550,277742,180,1,3,17007.491135541928
399,1602190915583,277782,185,1,3,17007.53113554193
400,1602190915634,277822,187,1,3,17007.57113554193
401,1602190915667,277862,188,1,3,17007.61113554193
402,1602190915851,278022,190,1,3,17007.77113554193
403,1602190915867,278062,193,1,3,17007.81113554193
404,1602190915916,278102,197,1,3,17007.85113554193
405,1602190916134,278302,199,1,3,17008.05113554193
406,1602190916150,278342,203,1,3,17008.09113554193
407,1602190916184,278382,205,1,3,17008.13113554193
408,1602190916400,278582,206,1,3,17008.33113554193
409,1602190916434,278622,212,1,3,17008.37113554193
410,1602190916467,278662,213,1,3,17008.41113554193
411,1602190916517,278702,214,1,3,17008.45113554193
412,1602190916700,278862,216,1,3,17008.61113554193
413,1602190916717,278912,219,1,3,17008.66113554193
414,1602190916767,278961,222,1,3,17008.71013554193
415,1602190916984,279182,225,1,3,17008.93113554193
416,1602190917033,279222,230,1,3,17008.97113554193
417,1602190917367,279542,231,1,3,17009.29113554193
418,1602190917383,279582,233,1,3,17009.33113554193
419,1602190917434,279622,239,1,3,17009.37113554193
420,1602190917700,279899,241,1,3,17009.64813554193
421,1602190917750,279942,248,1,3,17009.69113554193
422,1602190917817,279982,249,1,3,17009.73113554193
423,1602190918000,280182,251,1,3,17009.93113554193
424,1602190918034,280222,255,1,3,17009.97113554193
425,1602190918066,280262,256,1,3,17010.01113554193
426,1602190918267,280422,257,1,3,17010.17113554193
427,1602190918283,280479,259,1,3,17010.22813554193
428,1602190918334,280521,263,1,3,17010.27013554193
429,1602190918584,280782,264,1,3,17010.53113554193
430,1602190918633,280822,270,1,3,17010.57113554193
431,1602190918866,281062,272,1,3,17010.81113554193
432,1602190918916,281102,276,1,3,17010.85113554193
433,1602190918950,281142,277,1,3,17010.89113554193
434,1602190919067,281241,276,1,3,17010.990135541928
435,1602190919083,281282,274,1,3,17011.03113554193
436,1602190919134,281322,270,1,3,17011.07113554193
437,1602190919167,281362,269,1,3,17011.11113554193
438,1602190919751,281922,268,1,3,17011.67113554193
439,1602190919766,281962,266,1,3,17011.71113554193
440,1602190919817,282012,261,1,3,17011.76113554193
441,1602190919867,282062,260,1,3,17011.81113554193
442,1602190920317,282482,259,1,3,17012.23113554193
443,1602190920334,282522,257,1,3,17012.27113554193
444,1602190920367,282562,252,1,3,17012.31113554193
445,1602190920434,282622,251,1,3,17012.37113554193
446,1602190920616,282782,250,1,3,17012.53113554193
447,1602190920633,282822,248,1,3,17012.57113554193
448,1602190920667,282862,242,1,3,17012.61113554193
449,1602190920900,283082,240,1,3,17012.83113554193
450,1602190920933,283122,234,1,3,17012.87113554193
451,1602190921167,283362,233,1,3,17013.11113554193
452,1602190921217,283402,225,1,3,17013.151135541928
453,1602190921450,283622,223,1,3,17013.37113554193
454,1602190921467,283662,221,1,3,17013.41113554193
455,1602190921517,283702,217,1,3,17013.45113554193
456,1602190921733,283930,214,1,3,17013.67913554193
457,1602190921783,283982,209,1,3,17013.73113554193
458,1602190922100,284262,207,1,3,17014.01113554193
459,1602190922117,284302,205,1,3,17014.05113554193
460,1602190922150,284342,202,1,3,17014.09113554193
461,1602190924350,286522,201,1,3,17016.27113554193
462,1602190924500,286662,200,1,3,17016.41113554193
463,1602190924650,286822,199,1,3,17016.57113554193
464,1602190924700,286862,198,1,3,17016.61113554193
465,1602190924767,286942,197,1,3,17016.69113554193
466,1602190924800,286982,196,1,3,17016.73113554193
467,1602190925900,288082,197,1,3,17017.83113554193
468,1602190925950,288142,199,1,3,17017.89113554193
469,1602190926000,288182,200,1,3,17017.93113554193
470,1602190926316,288502,202,1,3,17018.25113554193
471,1602190926350,288542,207,1,3,17018.29113554193
472,1602190926383,288582,209,1,3,17018.33113554193
473,1602190926434,288622,210,1,3,17018.37113554193
474,1602190926683,288862,212,1,3,17018.61113554193
475,1602190926716,288902,217,1,3,17018.651135541928
476,1602190926750,288942,219,1,3,17018.69113554193
477,1602190927900,290082,221,1,3,17019.83113554193
478,1602190927933,290122,227,1,3,17019.87113554193
479,1602190927983,290179,229,1,3,17019.92813554193
480,1602190930883,293062,231,1,3,17022.81113554193
481,1602190930916,293102,237,1,3,17022.85113554193
482,1602190930950,293142,238,1,3,17022.89113554193
483,1602190931167,293342,240,1,3,17023.09113554193
484,1602190931183,293382,243,1,3,17023.13113554193
485,1602190931233,293422,246,1,3,17023.17113554193
486,1602190931450,293622,247,1,3,17023.37113554193
487,1602190931467,293662,250,1,3,17023.41113554193
488,1602190931516,293702,253,1,3,17023.45113554193
489,1602190931549,293742,254,1,3,17023.491135541928
490,1602190931733,293922,256,1,3,17023.67113554193
491,1602190931766,293961,260,1,3,17023.71013554193
492,1602190931817,294002,262,1,3,17023.75113554193
493,1602190932050,294242,264,1,3,17023.991135541928
494,1602190932100,294296,269,1,3,17024.045135541928
495,1602190932150,294342,270,1,3,17024.09113554193
496,1602190932583,294782,272,1,3,17024.53113554193
497,1602190932633,294829,278,1,3,17024.57813554193
498,1602190932950,295142,280,1,3,17024.89113554193
499,1602190932983,295182,285,1,3,17024.93113554193
500,1602190933033,295222,286,1,3,17024.97113554193
501,1602190933284,295442,284,1,3,17025.19113554193
502,1602190933300,295497,283,1,3,17025.24613554193
503,1602190933351,295543,280,1,3,17025.29213554193
504,1602190933417,295602,279,1,3,17025.35113554193
505,1602190933883,296082,278,1,3,17025.83113554193
506,1602190933933,296122,275,1,3,17025.87113554193
507,1602190933966,296163,272,1,3,17025.91213554193
508,1602190934033,296222,271,1,3,17025.97113554193
509,1602190934433,296622,270,1,3,17026.37113554193
510,1602190934466,296662,266,1,3,17026.41113554193
511,1602190934516,296702,261,1,3,17026.45113554193
512,1602190935100,297282,260,1,3,17027.03113554193
513,1602190935133,297322,258,1,3,17027.07113554193
514,1602190935166,297365,254,1,3,17027.11413554193
515,1602190935233,297417,252,1,3,17027.16613554193
516,1602190935849,298022,251,1,3,17027.77113554193
517,1602190935867,298062,250,1,3,17027.81113554193
518,1602190935916,298102,246,1,3,17027.85113554193
519,1602190935950,298142,242,1,3,17027.89113554193
520,1602190936883,299082,241,1,3,17028.83113554193
521,1602190936933,299122,237,1,3,17028.87113554193
522,1602190936967,299163,233,1,3,17028.91213554193
523,1602190937033,299222,232,1,3,17028.97113554193
524,1602190937550,299742,231,1,3,17029.491135541928
525,1602190937599,299795,224,1,3,17029.544135541928
526,1602190937650,299842,222,1,3,17029.59113554193
527,1602190939100,301262,221,1,3,17031.01113554193
528,1602190939116,301302,219,1,3,17031.05113554193
529,1602190939149,301342,215,1,3,17031.09113554193
530,1602190939183,301382,214,1,3,17031.13113554193
531,1602190939516,301702,213,1,3,17031.45113554193
532,1602190939550,301742,207,1,3,17031.491135541928
533,1602190939583,301782,206,1,3,17031.53113554193
534,1602190939800,301982,204,1,3,17031.73113554193
535,1602190939833,302022,197,1,3,17031.77113554193
536,1602190940133,302302,196,1,3,17032.05113554193
537,1602190940150,302342,193,1,3,17032.09113554193
538,1602190940183,302382,188,1,3,17032.13113554193
539,1602190941716,303882,187,1,3,17033.63113554193
540,1602190941733,303922,185,1,3,17033.67113554193
541,1602190941783,303982,181,1,3,17033.73113554193
542,1602190942784,304982,180,1,3,17034.73113554193
543,1602190942833,305022,173,1,3,17034.77113554193
544,1602190946750,308922,174,1,3,17038.67113554193
545,1602190946767,308962,175,1,3,17038.71113554193
546,1602190946816,309012,177,1,3,17038.76113554193
547,1602190946866,309062,179,1,3,17038.81113554193
548,1602190947149,309322,181,1,3,17039.07113554193
549,1602190947166,309364,182,1,3,17039.11313554193
550,1602190947216,309412,186,1,3,17039.16113554193
551,1602190947266,309462,187,1,3,17039.21113554193
