,time,luminance,luminance_center,luminance_gaze,luminance_notcenter,luminance_notgaze
0,16732.949135351195,33.693108393097006,35.83850525078411,,34.99072427252304,
1,16732.982468685845,33.69445834253349,35.84035953686291,,34.99275854310822,
2,16733.015802020498,33.695727633287824,35.84035953686291,,34.99513915091958,
3,16733.049135355148,33.692980960199186,35.83850525078411,,34.990693692770336,
4,16733.082468689798,33.69754020834414,35.84035953686291,,34.99871722091858,
5,16733.11580202445,33.69767807825756,35.84035953686291,,34.99897914793531,
6,16733.1491353591,33.69608279995436,35.83850525078411,,34.996693771048136,
7,16733.182468693754,33.69826992861483,35.84035953686291,,35.00021025205683,
8,16733.215802028404,33.69896192449481,35.84035953686291,,35.00155938661451,
9,16733.249135363054,33.695378066408885,35.83850525078411,,34.99540971781732,
10,16733.282468697707,33.69957613627369,35.84035953686291,,35.002726234368275,
11,16733.315802032357,33.69897405868415,35.84035953686291,,35.00158239969884,
12,16733.349135367007,33.69479195900726,35.83850525078411,,34.99429622351418,
13,16733.38246870166,33.693867833185834,35.8401904390652,,34.991903197893436,
14,16733.41580203631,33.69607086058945,35.85254393672496,,34.99450297700224,
15,16733.449135370964,33.69490895226898,35.85092539222965,,34.992926809548734,
16,16733.482468705613,33.696891052013214,35.853617372365385,,34.99592604478899,
17,16733.515802040263,33.69721117517418,35.853617372365385,,34.99653421884555,
18,16733.549135374917,33.69459520510828,35.851971171571996,,34.9921967288656,
19,16733.582468709566,33.69468452702578,35.853787665442276,,34.99177597216227,
20,16733.615802044216,33.69769275442406,35.853787665442276,,34.99751361778314,
21,16733.64913537887,33.69616040976531,35.851971171571996,,34.995232585726946,
22,16733.68246871352,33.69991775803685,35.853787665442276,,35.00204501651823,
23,16733.71580204817,33.72070110439475,35.853787665442276,,35.04708085538868,
24,16733.749135382823,33.72049288232482,35.851971171571996,,35.04744847296979,
25,16733.782468717473,33.72214623800037,35.853787665442276,,35.049834429215494,
26,16733.815802052126,33.72228562309872,35.853787665442276,,35.05009923479982,
27,16733.849135386776,33.721190924431674,35.851971171571996,,35.04877462225094,
28,16733.882468721426,33.723033521148295,35.853787665442276,,35.05152010103562,
29,16733.91580205608,33.7214952997582,35.853787665442276,,35.04859776845616,
30,16733.94913539073,33.72045215018293,35.851971171571996,,35.047371089528085,
31,16733.98246872538,33.72124232688121,35.853787665442276,,35.04811716736395,
32,16734.015802060032,33.721896049180565,35.853787665442276,,35.049359117310566,
33,16734.04913539468,33.71845204003387,35.851971171571996,,35.04357125480419,
34,16734.082468729335,33.72204099054495,35.853787665442276,,35.04963447875983,
35,16734.115802063985,33.72222376970068,35.853787665442276,,35.04998172492679,
36,16734.149135398635,33.72036998903734,35.851971171571996,,35.04721499873773,
37,16734.18246873329,33.72234067265348,35.853787665442276,,35.05020381864476,
38,16734.215802067938,33.722661363268124,35.853787665442276,,35.05081307075705,
39,16734.249135402588,33.719104524766884,35.851971171571996,,35.04481085360653,
40,16734.28246873724,33.72315427053075,35.853787665442276,,35.051749502249635,
41,16734.31580207189,33.722475898622854,35.853787665442276,,35.05046072266289,
42,16734.349135406545,33.720950882815565,35.851971171571996,,35.048318588132766,
