,session,participant,time,device_ts,system_ts,left_x,left_y,left_pupil,right_x,right_y,right_pupil
8987,3,2,82906.44067115933,83660600000.0,74472415000.0,,,,,,
8988,3,2,82906.45734324856,83660620000.0,74472430000.0,,,,,,
8989,3,2,82906.4740153378,83660640000.0,74472450000.0,,,,,,
8990,3,2,82906.49068742704,83660650000.0,74472464000.0,,,,,,
8991,3,2,82906.50735951627,83660670000.0,74472480000.0,,,,,,
8992,3,2,82906.5240316055,83660685000.0,74472500000.0,,,,,,
8993,3,2,82906.54070369473,83660700000.0,74472510000.0,,,,,,
8994,3,2,82906.55737578396,83660720000.0,74472530000.0,,,,,,
8995,3,2,82906.5740478732,83660734000.0,74472550000.0,,,,,,
8996,3,2,82906.59071996243,83660750000.0,74472560000.0,,,,,,
8997,3,2,82906.60739205166,83660770000.0,74472580000.0,,,,,,
8998,3,2,82906.6240641409,83660780000.0,74472595000.0,,,,,,
8999,3,2,82906.64073623013,83660800000.0,74472610000.0,,,,,,
9000,3,2,82906.65740831937,83660820000.0,74472630000.0,,,,,,
9001,3,2,82906.6740804086,83660830000.0,74472645000.0,,,,,,
9002,3,2,82906.69075249783,83660850000.0,74472660000.0,,,,,,
9003,3,2,82906.70742458706,83660866000.0,74472680000.0,,,,,,
9004,3,2,82906.72409667629,83660880000.0,74472690000.0,,,,,,
9005,3,2,82906.74076876554,83660910000.0,74472710000.0,,,,,,
9006,3,2,82906.75744085477,83660920000.0,74472735000.0,,,,,,
9007,3,2,82906.774112944,83660940000.0,74472750000.0,,,,,,
9008,3,2,82906.79078503323,83660956000.0,74472770000.0,,,,,,
9009,3,2,82906.80745712246,83660970000.0,74472780000.0,,,,,,
9010,3,2,82906.8241292117,83660990000.0,74472800000.0,,,,,,
9011,3,2,82906.84080130093,83661005000.0,74472820000.0,,,,,,
9012,3,2,82906.85747339016,83661020000.0,74472830000.0,,,,,,
9013,3,2,82906.87414547939,83661040000.0,74472850000.0,,,,,,
9014,3,2,82906.89081756862,83661050000.0,74472866000.0,,,,,,
9015,3,2,82906.90748965787,83661070000.0,74472880000.0,,,,,,
9016,3,2,82906.9241617471,83661090000.0,74472900000.0,,,,,,
9017,3,2,82906.94083383633,83661100000.0,74472915000.0,,,,,,
9018,3,2,82906.95750592556,83661120000.0,74472930000.0,,,,,,
9019,3,2,82906.97417801479,83661136000.0,74472950000.0,,,,,,
9020,3,2,82906.99085010403,83661150000.0,74472960000.0,,,,,,
9021,3,2,82907.00752219326,83661170000.0,74472980000.0,,,,,,
9022,3,2,82907.0241942825,83661185000.0,74473000000.0,,,,,,
9023,3,2,82907.04086637172,83661200000.0,74473010000.0,,,,,,
9024,3,2,82907.05753846095,83661220000.0,74473030000.0,,,,,,
9025,3,2,82907.07421055018,83661234000.0,74473050000.0,,,,,,
9026,3,2,82907.09088263943,83661250000.0,74473060000.0,,,,,,
9027,3,2,82907.10755472866,83661270000.0,74473080000.0,,,,,,
9028,3,2,82907.12422681789,83661280000.0,74473095000.0,,,,,,
9029,3,2,82907.14089890712,83661300000.0,74473110000.0,,,,,,
9030,3,2,82907.15757099635,83661320000.0,74473130000.0,,,,,,
9031,3,2,82907.1742430856,83661330000.0,74473144000.0,,,,,,
9032,3,2,82907.19091517483,83661350000.0,74473160000.0,,,,,,
9033,3,2,82907.20758726406,83661365000.0,74473180000.0,,,,,,
9034,3,2,82907.22425935329,83661380000.0,74473190000.0,,,,,,
9035,3,2,82907.24093144252,83661400000.0,74473210000.0,,,,,,
9036,3,2,82907.25760353176,83661420000.0,74473234000.0,,,,,,
9037,3,2,82907.27427562099,83661440000.0,74473250000.0,,,,,,
9038,3,2,82907.29094771022,83661455000.0,74473270000.0,,,,,,
9039,3,2,82907.30761979945,83661470000.0,74473280000.0,,,,,,
9040,3,2,82907.32429188868,83661490000.0,74473300000.0,,,,,,
9041,3,2,82907.34096397793,83661505000.0,74473320000.0,,,,,,
9042,3,2,82907.35763606716,83661520000.0,74473330000.0,,,,,,
9043,3,2,82907.37430815639,83661540000.0,74473350000.0,,,,,,
9044,3,2,82907.39098024562,83661550000.0,74473366000.0,,,,,,
9045,3,2,82907.40765233485,83661570000.0,74473380000.0,,,,,,
9046,3,2,82907.4243244241,83661590000.0,74473400000.0,,,,,,
9047,3,2,82907.44099651332,83661600000.0,74473415000.0,,,,,,
9048,3,2,82907.45766860255,83661620000.0,74473430000.0,,,,,,
9049,3,2,82907.47434069178,83661636000.0,74473450000.0,,,,,,
9050,3,2,82907.49101278101,83661650000.0,74473460000.0,,,,,,
9051,3,2,82907.50768487026,83661670000.0,74473480000.0,,,,,,
9052,3,2,82907.52435695949,83661685000.0,74473500000.0,,,,,,
9053,3,2,82907.54102904872,83661700000.0,74473510000.0,,,,,,
9054,3,2,82907.55770113795,83661720000.0,74473530000.0,,,,,,
9055,3,2,82907.57437322718,83661730000.0,74473546000.0,,,,,,
9056,3,2,82907.59104531643,83661750000.0,74473560000.0,,,,,,
9057,3,2,82907.60771740566,83661770000.0,74473580000.0,,,,,,
9058,3,2,82907.62438949489,83661780000.0,74473595000.0,,,,,,
9059,3,2,82907.64106158412,83661800000.0,74473610000.0,,,,,,
9060,3,2,82907.65773367335,83661816000.0,74473630000.0,,,,,,
9061,3,2,82907.67440576259,83661830000.0,74473640000.0,,,,,,
9062,3,2,82907.69107785182,83661850000.0,74473660000.0,,,,,,
9063,3,2,82907.70774994105,83661865000.0,74473680000.0,,,,,,
9064,3,2,82907.72442203028,83661880000.0,74473690000.0,,,,,,
9065,3,2,82907.74109411951,83661900000.0,74473710000.0,,,,,,
9066,3,2,82907.75776620876,83661920000.0,74473730000.0,,,,,,
9067,3,2,82907.77443829799,83661940000.0,74473750000.0,,,,,,
9068,3,2,82907.79111038722,83661955000.0,74473770000.0,,,,,,
9069,3,2,82907.80778247645,83661970000.0,74473780000.0,,,,,,
9070,3,2,82907.82445456568,83661990000.0,74473800000.0,,,,,,
9071,3,2,82907.84112665492,83662004000.0,74473820000.0,,,,,,
9072,3,2,82907.85779874415,83662020000.0,74473830000.0,,,,,,
9073,3,2,82907.87447083338,83662040000.0,74473850000.0,,,,,,
9074,3,2,82907.89114292261,83662050000.0,74473865000.0,,,,,,
9075,3,2,82907.90781501184,83662070000.0,74473880000.0,,,,,,
9076,3,2,82907.92448710109,83662090000.0,74473900000.0,,,,,,
9077,3,2,82907.94115919032,83662100000.0,74473914000.0,,,,,,
9078,3,2,82907.95783127955,83662120000.0,74473930000.0,,,,,,
9079,3,2,82907.97450336878,83662135000.0,74473950000.0,,,,,,
9080,3,2,82907.99117545801,83662150000.0,74473960000.0,,,,,,
9081,3,2,82908.00784754724,83662170000.0,74473980000.0,,,,,,
9082,3,2,82908.02451963648,83662184000.0,74474000000.0,,,,,,
9083,3,2,82908.04119172572,83662200000.0,74474010000.0,,,,,,
9084,3,2,82908.05786381495,83662220000.0,74474030000.0,,,,,,
9085,3,2,82908.07453590418,83662230000.0,74474045000.0,,,,,,
9086,3,2,82908.0912079934,83662250000.0,74474060000.0,,,,,,
9087,3,2,82908.10788008265,83662270000.0,74474080000.0,,,,,,
9088,3,2,82908.12455217188,83662280000.0,74474095000.0,,,,,,
9089,3,2,82908.14122426111,83662300000.0,74474110000.0,,,,,,
9090,3,2,82908.15789635034,83662316000.0,74474130000.0,,,,,,
9091,3,2,82908.17456843957,83662330000.0,74474140000.0,,,,,,
9092,3,2,82908.19124052882,83662350000.0,74474160000.0,,,,,,
9093,3,2,82908.20791261805,83662365000.0,74474180000.0,,,,,,
9094,3,2,82908.22458470728,83662380000.0,74474190000.0,,,,,,
9095,3,2,82908.24125679651,83662400000.0,74474210000.0,,,,,,
9096,3,2,82908.25792888574,83662420000.0,74474226000.0,,,,,,
9097,3,2,82908.27460097498,83662440000.0,74474250000.0,,,,,,
9098,3,2,82908.29127306421,83662455000.0,74474270000.0,,,,,,
9099,3,2,82908.30794515344,83662470000.0,74474280000.0,,,,,,
9100,3,2,82908.32461724267,83662490000.0,74474300000.0,,,,,,
9101,3,2,82908.3412893319,83662500000.0,74474316000.0,,,,,,
9102,3,2,82908.35796142115,83662520000.0,74474330000.0,,,,,,
9103,3,2,82908.37463351038,83662540000.0,74474350000.0,,,,,,
9104,3,2,82908.39130559961,83662550000.0,74474365000.0,,,,,,
9105,3,2,82908.40797768884,83662570000.0,74474380000.0,,,,,,
9106,3,2,82908.42464977807,83662586000.0,74474400000.0,,,,,,
9107,3,2,82908.44132186731,83662600000.0,74474410000.0,,,,,,
9108,3,2,82908.45799395654,83662620000.0,74474430000.0,,,,,,
9109,3,2,82908.47466604577,83662635000.0,74474450000.0,,,,,,
9110,3,2,82908.491338135,83662650000.0,74474460000.0,,,,,,
9111,3,2,82908.50801022424,83662670000.0,74474480000.0,,,,,,
9112,3,2,82908.52468231348,83662684000.0,74474500000.0,,,,,,
9113,3,2,82908.54135440271,83662700000.0,74474510000.0,,,,,,
9114,3,2,82908.55802649194,83662720000.0,74474530000.0,,,,,,
9115,3,2,82908.57469858117,83662730000.0,74474545000.0,,,,,,
9116,3,2,82908.5913706704,83662750000.0,74474560000.0,,,,,,
9117,3,2,82908.60804275965,83662770000.0,74474580000.0,,,,,,
9118,3,2,82908.62471484888,83662780000.0,74474594000.0,,,,,,
9119,3,2,82908.6413869381,83662800000.0,74474610000.0,,,,,,
9120,3,2,82908.65805902734,83662815000.0,74474630000.0,,,,,,
9121,3,2,82908.67473111657,83662830000.0,74474640000.0,,,,,,
9122,3,2,82908.69140320581,83662850000.0,74474660000.0,,,,,,
9123,3,2,82908.70807529504,83662864000.0,74474680000.0,,,,,,
9124,3,2,82908.72474738427,83662880000.0,74474690000.0,,,,,,
9125,3,2,82908.7414194735,83662900000.0,74474710000.0,,,,,,
9126,3,2,82908.75809156273,83662910000.0,74474725000.0,,,,,,
9127,3,2,82908.77476365198,83662940000.0,74474750000.0,,,,,,
9128,3,2,82908.79143574121,83662954000.0,74474770000.0,,,,,,
9129,3,2,82908.80810783044,83662970000.0,74474780000.0,,,,,,
9130,3,2,82908.82477991967,83662990000.0,74474800000.0,,,,,,
9131,3,2,82908.8414520089,83663000000.0,74474815000.0,,,,,,
9132,3,2,82908.85812409814,83663020000.0,74474830000.0,,,,,,
9133,3,2,82908.87479618737,83663040000.0,74474850000.0,,,,,,
9134,3,2,82908.8914682766,83663050000.0,74474865000.0,,,,,,
9135,3,2,82908.90814036583,83663070000.0,74474880000.0,,,,,,
9136,3,2,82908.92481245506,83663086000.0,74474900000.0,,,,,,
9137,3,2,82908.9414845443,83663100000.0,74474910000.0,,,,,,
9138,3,2,82908.95815663354,83663120000.0,74474930000.0,,,,,,
9139,3,2,82908.97482872277,83663135000.0,74474950000.0,,,,,,
9140,3,2,82908.991500812,83663150000.0,74474960000.0,,,,,,
9141,3,2,82909.00817290123,83663170000.0,74474980000.0,,,,,,
9142,3,2,82909.02484499046,83663180000.0,74474996000.0,,,,,,
9143,3,2,82909.0415170797,83663200000.0,74475010000.0,,,,,,
9144,3,2,82909.05818916894,83663220000.0,74475030000.0,,,,,,
9145,3,2,82909.07486125817,83663230000.0,74475045000.0,,,,,,
9146,3,2,82909.0915333474,83663250000.0,74475060000.0,,,,,,
9147,3,2,82909.10820543663,83663266000.0,74475080000.0,,,,,,
9148,3,2,82909.12487752587,83663280000.0,74475090000.0,,,,,,
9149,3,2,82909.1415496151,83663300000.0,74475110000.0,,,,,,
9150,3,2,82909.15822170433,83663315000.0,74475130000.0,,,,,,
9151,3,2,82909.17489379356,83663330000.0,74475140000.0,,,,,,
9152,3,2,82909.1915658828,83663350000.0,74475160000.0,,,,,,
9153,3,2,82909.20823797204,83663364000.0,74475180000.0,,,,,,
9154,3,2,82909.22491006127,83663380000.0,74475190000.0,,,,,,
9155,3,2,82909.2415821505,83663400000.0,74475210000.0,,,,,,
9156,3,2,82909.25825423973,83663410000.0,74475225000.0,,,,,,
9157,3,2,82909.27492632896,83663440000.0,74475240000.0,,,,,,
9158,3,2,82909.2915984182,83663454000.0,74475270000.0,,,,,,
9159,3,2,82909.30827050743,83663470000.0,74475280000.0,,,,,,
9160,3,2,82909.32494259666,83663490000.0,74475300000.0,,,,,,
9161,3,2,82909.3416146859,83663500000.0,74475315000.0,,,,,,
9162,3,2,82909.35828677512,83663520000.0,74475330000.0,,,,,,
9163,3,2,82909.37495886437,83663540000.0,74475350000.0,,,,,,
9164,3,2,82909.3916309536,83663550000.0,74475364000.0,,,,,,
9165,3,2,82909.40830304283,83663570000.0,74475380000.0,,,,,,
9166,3,2,82909.42497513206,83663585000.0,74475400000.0,,,,,,
9167,3,2,82909.44164722129,83663600000.0,74475410000.0,,,,,,
9168,3,2,82909.45831931054,83663620000.0,74475430000.0,,,,,,
9169,3,2,82909.47499139977,83663634000.0,74475450000.0,,,,,,
9170,3,2,82909.491663489,83663650000.0,74475460000.0,,,,,,
9171,3,2,82909.50833557823,83663670000.0,74475480000.0,,,,,,
9172,3,2,82909.52500766746,83663680000.0,74475495000.0,,,,,,
9173,3,2,82909.5416797567,83663700000.0,74475510000.0,,,,,,
9174,3,2,82909.55835184593,83663720000.0,74475530000.0,,,,,,
9175,3,2,82909.57502393516,83663730000.0,74475545000.0,,,,,,
9176,3,2,82909.59169602439,83663750000.0,74475560000.0,,,,,,
9177,3,2,82909.60836811362,83663766000.0,74475580000.0,,,,,,
9178,3,2,82909.62504020287,83663780000.0,74475590000.0,,,,,,
9179,3,2,82909.6417122921,83663800000.0,74475610000.0,,,,,,
9180,3,2,82909.65838438133,83663815000.0,74475630000.0,,,,,,
9181,3,2,82909.67505647056,83663830000.0,74475640000.0,,,,,,
9182,3,2,82909.69172855979,83663850000.0,74475660000.0,,,,,,
9183,3,2,82909.70840064903,83663860000.0,74475676000.0,,,,,,
9184,3,2,82909.72507273826,83663880000.0,74475690000.0,,,,,,
9185,3,2,82909.7417448275,83663900000.0,74475710000.0,,,,,,
9186,3,2,82909.75841691672,83663910000.0,74475725000.0,,,,,,
9187,3,2,82909.77508900595,83663940000.0,74475740000.0,,,,,,
9188,3,2,82909.7917610952,83663950000.0,74475766000.0,,,,,,
9189,3,2,82909.80843318443,83663970000.0,74475780000.0,,,,,,
9190,3,2,82909.82510527366,83663990000.0,74475800000.0,,,,,,
9191,3,2,82909.84177736289,83664000000.0,74475815000.0,,,,,,
9192,3,2,82909.85844945212,83664020000.0,74475830000.0,,,,,,
9193,3,2,82909.87512154135,83664036000.0,74475850000.0,,,,,,
9194,3,2,82909.8917936306,83664050000.0,74475860000.0,,,,,,
9195,3,2,82909.90846571983,83664070000.0,74475880000.0,,,,,,
9196,3,2,82909.92513780906,83664085000.0,74475900000.0,,,,,,
9197,3,2,82909.94180989829,83664100000.0,74475910000.0,,,,,,
9198,3,2,82909.95848198752,83664120000.0,74475930000.0,,,,,,
9199,3,2,82909.97515407676,83664134000.0,74475950000.0,,,,,,
9200,3,2,82909.99182616599,83664150000.0,74475960000.0,,,,,,
9201,3,2,82910.00849825522,83664170000.0,74475980000.0,,,,,,
9202,3,2,82910.02517034445,83664180000.0,74475995000.0,,,,,,
9203,3,2,82910.04184243368,83664200000.0,74476010000.0,,,,,,
9204,3,2,82910.05851452293,83664220000.0,74476030000.0,,,,,,
9205,3,2,82910.07518661216,83664230000.0,74476044000.0,,,,,,
9206,3,2,82910.09185870139,83664250000.0,74476060000.0,,,,,,
9207,3,2,82910.10853079062,83664265000.0,74476080000.0,,,,,,
9208,3,2,82910.12520287985,83664280000.0,74476090000.0,,,,,,
9209,3,2,82910.1418749691,83664300000.0,74476110000.0,,,,,,
9210,3,2,82910.15854705832,83664314000.0,74476130000.0,,,,,,
9211,3,2,82910.17521914755,83664330000.0,74476140000.0,,,,,,
9212,3,2,82910.19189123678,83664350000.0,74476160000.0,,,,,,
9213,3,2,82910.20856332601,83664360000.0,74476175000.0,,,,,,
9214,3,2,82910.22523541526,83664380000.0,74476190000.0,,,,,,
9215,3,2,82910.24190750449,83664400000.0,74476210000.0,,,,,,
9216,3,2,82910.25857959372,83664410000.0,74476225000.0,,,,,,
9217,3,2,82910.27525168295,83664440000.0,74476240000.0,,,,,,
9218,3,2,82910.29192377218,83664450000.0,74476265000.0,,,,,,
9219,3,2,82910.30859586142,83664470000.0,74476280000.0,,,,,,
9220,3,2,82910.32526795065,83664490000.0,74476300000.0,,,,,,
9221,3,2,82910.34194003989,83664500000.0,74476315000.0,,,,,,
9222,3,2,82910.35861212912,83664520000.0,74476330000.0,,,,,,
9223,3,2,82910.37528421835,83664536000.0,74476350000.0,,,,,,
9224,3,2,82910.39195630759,83664550000.0,74476360000.0,,,,,,
9225,3,2,82910.40862839682,83664570000.0,74476380000.0,,,,,,
9226,3,2,82910.42530048605,83664585000.0,74476400000.0,,,,,,
9227,3,2,82910.44197257528,83664600000.0,74476410000.0,,,,,,
9228,3,2,82910.45864466451,83664620000.0,74476430000.0,,,,,,
9229,3,2,82910.47531675376,83664630000.0,74476446000.0,,,,,,
9230,3,2,82910.49198884299,83664650000.0,74476460000.0,,,,,,
9231,3,2,82910.50866093222,83664670000.0,74476480000.0,,,,,,
9232,3,2,82910.52533302145,83664680000.0,74476495000.0,,,,,,
9233,3,2,82910.54200511068,83664700000.0,74476510000.0,,,,,,
9234,3,2,82910.55867719992,83664716000.0,74476530000.0,,,,,,
9235,3,2,82910.57534928915,83664730000.0,74476540000.0,,,,,,
9236,3,2,82910.59202137838,83664750000.0,74476560000.0,,,,,,
9237,3,2,82910.60869346761,83664765000.0,74476580000.0,,,,,,
9238,3,2,82910.62536555684,83664780000.0,74476590000.0,,,,,,
9239,3,2,82910.64203764609,83664800000.0,74476610000.0,,,,,,
9240,3,2,82910.65870973532,83664810000.0,74476630000.0,,,,,,
9241,3,2,82910.67538182455,83664830000.0,74476640000.0,,,,,,
9242,3,2,82910.69205391378,83664850000.0,74476660000.0,,,,,,
9243,3,2,82910.70872600301,83664860000.0,74476675000.0,,,,,,
9244,3,2,82910.72539809225,83664880000.0,74476690000.0,,,,,,
9245,3,2,82910.74207018148,83664900000.0,74476710000.0,,,,,,
9246,3,2,82910.75874227071,83664910000.0,74476724000.0,,,,,,
9247,3,2,82910.77541435994,83664930000.0,74476740000.0,,,,,,
9248,3,2,82910.79208644918,83664950000.0,74476765000.0,,,,,,
9249,3,2,82910.8087585384,83664970000.0,74476780000.0,,,,,,
9250,3,2,82910.82543062765,83664990000.0,74476800000.0,,,,,,
9251,3,2,82910.84210271688,83665000000.0,74476814000.0,,,,,,
9252,3,2,82910.85877480611,83665020000.0,74476830000.0,,,,,,
9253,3,2,82910.87544689534,83665035000.0,74476850000.0,,,,,,
9254,3,2,82910.89211898457,83665050000.0,74476860000.0,,,,,,
9255,3,2,82910.90879107382,83665070000.0,74476880000.0,,,,,,
9256,3,2,82910.92546316305,83665084000.0,74476900000.0,,,,,,
9257,3,2,82910.94213525228,83665100000.0,74476910000.0,,,,,,
9258,3,2,82910.9588073415,83665120000.0,74476930000.0,,,,,,
9259,3,2,82910.97547943074,83665130000.0,74476945000.0,,,,,,
9260,3,2,82910.99215151998,83665150000.0,74476960000.0,,,,,,
9261,3,2,82911.00882360921,83665170000.0,74476980000.0,,,,,,
9262,3,2,82911.02549569844,83665180000.0,74476995000.0,,,,,,
9263,3,2,82911.04216778767,83665200000.0,74477010000.0,,,,,,
9264,3,2,82911.0588398769,83665215000.0,74477030000.0,,,,,,
9265,3,2,82911.07551196615,83665230000.0,74477040000.0,,,,,,
9266,3,2,82911.09218405538,83665250000.0,74477060000.0,,,,,,
9267,3,2,82911.10885614461,83665265000.0,74477080000.0,,,,,,
9268,3,2,82911.12552823384,83665280000.0,74477090000.0,,,,,,
9269,3,2,82911.14220032307,83665300000.0,74477110000.0,,,,,,
9270,3,2,82911.15887241231,83665310000.0,74477126000.0,,,,,,
9271,3,2,82911.17554450154,83665330000.0,74477140000.0,,,,,,
9272,3,2,82911.19221659077,83665350000.0,74477160000.0,,,,,,
9273,3,2,82911.20888868,83665360000.0,74477175000.0,,,,,,
9274,3,2,82911.22556076924,83665380000.0,74477190000.0,,,,,,
9275,3,2,82911.24223285848,83665396000.0,74477210000.0,,,,,,
9276,3,2,82911.25890494771,83665410000.0,74477220000.0,,,,,,
9277,3,2,82911.27557703694,83665430000.0,74477240000.0,,,,,,
9278,3,2,82911.29224912617,83665450000.0,74477260000.0,,,,,,
9279,3,2,82911.3089212154,83665470000.0,74477280000.0,,,,,,
9280,3,2,82911.32559330465,83665486000.0,74477300000.0,,,,,,
9281,3,2,82911.34226539388,83665500000.0,74477310000.0,,,,,,
9282,3,2,82911.3589374831,83665520000.0,74477330000.0,,,,,,
9283,3,2,82911.37560957234,83665535000.0,74477350000.0,,,,,,
9284,3,2,82911.39228166157,83665550000.0,74477360000.0,,,,,,
9285,3,2,82911.40895375081,83665570000.0,74477380000.0,,,,,,
9286,3,2,82911.42562584004,83665584000.0,74477400000.0,,,,,,
9287,3,2,82911.44229792927,83665600000.0,74477410000.0,,,,,,
9288,3,2,82911.4589700185,83665620000.0,74477430000.0,,,,,,
9289,3,2,82911.47564210773,83665630000.0,74477445000.0,,,,,,
9290,3,2,82911.49231419698,83665650000.0,74477460000.0,,,,,,
9291,3,2,82911.50898628621,83665670000.0,74477480000.0,,,,,,
9292,3,2,82911.52565837544,83665680000.0,74477494000.0,,,,,,
9293,3,2,82911.54233046467,83665700000.0,74477510000.0,,,,,,
9294,3,2,82911.5590025539,83665715000.0,74477530000.0,,,,,,
9295,3,2,82911.57567464314,83665730000.0,74477540000.0,,,,,,
9296,3,2,82911.59234673237,83665750000.0,74477560000.0,,,,,,
9297,3,2,82911.6090188216,83665764000.0,74477580000.0,,,,,,
9298,3,2,82911.62569091083,83665780000.0,74477590000.0,,,,,,
9299,3,2,82911.64236300006,83665800000.0,74477610000.0,,,,,,
9300,3,2,82911.65903508931,83665810000.0,74477625000.0,,,,,,
9301,3,2,82911.67570717854,83665830000.0,74477640000.0,,,,,,
9302,3,2,82911.69237926777,83665850000.0,74477660000.0,,,,,,
9303,3,2,82911.709051357,83665860000.0,74477674000.0,,,,,,
9304,3,2,82911.72572344623,83665880000.0,74477690000.0,,,,,,
9305,3,2,82911.74239553546,83665895000.0,74477710000.0,,,,,,
9306,3,2,82911.7590676247,83665910000.0,74477720000.0,,,,,,
9307,3,2,82911.77573971394,83665930000.0,74477740000.0,,,,,,
9308,3,2,82911.79241180317,83665950000.0,74477760000.0,,,,,,
9309,3,2,82911.8090838924,83665970000.0,74477780000.0,,,,,,
9310,3,2,82911.82575598163,83665986000.0,74477800000.0,,,,,,
9311,3,2,82911.84242807087,83666000000.0,74477810000.0,,,,,,
9312,3,2,82911.8591001601,83666020000.0,74477830000.0,,,,,,
9313,3,2,82911.87577224933,83666035000.0,74477850000.0,,,,,,
9314,3,2,82911.89244433856,83666050000.0,74477860000.0,,,,,,
9315,3,2,82911.90911642779,83666070000.0,74477880000.0,,,,,,
9316,3,2,82911.92578851704,83666080000.0,74477896000.0,,,,,,
9317,3,2,82911.94246060627,83666100000.0,74477910000.0,,,,,,
9318,3,2,82911.9591326955,83666120000.0,74477930000.0,,,,,,
9319,3,2,82911.97580478473,83666130000.0,74477945000.0,,,,,,
9320,3,2,82911.99247687396,83666150000.0,74477960000.0,,,,,,
9321,3,2,82912.0091489632,83666166000.0,74477980000.0,,,,,,
9322,3,2,82912.02582105243,83666180000.0,74477990000.0,,,,,,
9323,3,2,82912.04249314166,83666200000.0,74478010000.0,,,,,,
9324,3,2,82912.0591652309,83666215000.0,74478030000.0,,,,,,
9325,3,2,82912.07583732012,83666230000.0,74478040000.0,,,,,,
9326,3,2,82912.09250940937,83666250000.0,74478060000.0,,,,,,
9327,3,2,82912.1091814986,83666260000.0,74478080000.0,,,,,,
9328,3,2,82912.12585358783,83666280000.0,74478090000.0,,,,,,
9329,3,2,82912.14252567706,83666300000.0,74478110000.0,,,,,,
9330,3,2,82912.15919776629,83666310000.0,74478125000.0,,,,,,
9331,3,2,82912.17586985553,83666330000.0,74478140000.0,,,,,,
9332,3,2,82912.19254194477,83666350000.0,74478160000.0,,,,,,
9333,3,2,82912.209214034,83666360000.0,74478174000.0,,,,,,
9334,3,2,82912.22588612323,83666380000.0,74478190000.0,,,,,,
9335,3,2,82912.24255821246,83666395000.0,74478210000.0,,,,,,
9336,3,2,82912.2592303017,83666410000.0,74478220000.0,,,,,,
9337,3,2,82912.27590239093,83666430000.0,74478240000.0,,,,,,
9338,3,2,82912.29257448016,83666450000.0,74478260000.0,,,,,,
9339,3,2,82912.30924656939,83666470000.0,74478280000.0,,,,,,
9340,3,2,82912.32591865862,83666485000.0,74478300000.0,,,,,,
9341,3,2,82912.34259074787,83666500000.0,74478310000.0,,,,,,
9342,3,2,82912.3592628371,83666520000.0,74478330000.0,,,,,,
9343,3,2,82912.37593492633,83666534000.0,74478350000.0,,,,,,
9344,3,2,82912.39260701556,83666550000.0,74478360000.0,,,,,,
9345,3,2,82912.40927910479,83666570000.0,74478380000.0,,,,,,
9346,3,2,82912.42595119403,83666580000.0,74478395000.0,,,,,,
9347,3,2,82912.44262328326,83666600000.0,74478410000.0,,,,,,
9348,3,2,82912.4592953725,83666620000.0,74478430000.0,,,,,,
9349,3,2,82912.47596746172,83666630000.0,74478445000.0,,,,,,
9350,3,2,82912.49263955095,83666650000.0,74478460000.0,,,,,,
9351,3,2,82912.5093116402,83666665000.0,74478480000.0,,,,,,
9352,3,2,82912.52598372943,83666680000.0,74478490000.0,,,,,,
9353,3,2,82912.54265581866,83666700000.0,74478510000.0,,,,,,
9354,3,2,82912.55932790789,83666715000.0,74478530000.0,,,,,,
9355,3,2,82912.57599999712,83666730000.0,74478540000.0,,,,,,
9356,3,2,82912.59267208635,83666750000.0,74478560000.0,,,,,,
9357,3,2,82912.6093441756,83666760000.0,74478576000.0,,,,,,
9358,3,2,82912.62601626483,83666780000.0,74478590000.0,,,,,,
9359,3,2,82912.64268835406,83666800000.0,74478610000.0,,,,,,
9360,3,2,82912.65936044329,83666810000.0,74478625000.0,,,,,,
9361,3,2,82912.67603253252,83666830000.0,74478640000.0,,,,,,
9362,3,2,82912.69270462176,83666846000.0,74478660000.0,,,,,,
9363,3,2,82912.70937671099,83666860000.0,74478670000.0,,,,,,
9364,3,2,82912.72604880022,83666880000.0,74478690000.0,,,,,,
9365,3,2,82912.74272088945,83666895000.0,74478710000.0,,,,,,
9366,3,2,82912.75939297868,83666910000.0,74478720000.0,,,,,,
9367,3,2,82912.77606506793,83666930000.0,74478740000.0,,,,,,
9368,3,2,82912.79273715716,83666940000.0,74478756000.0,,,,,,
9369,3,2,82912.80940924639,83666970000.0,74478780000.0,,,,,,
9370,3,2,82912.82608133562,83666985000.0,74478800000.0,,,,,,
9371,3,2,82912.84275342485,83667000000.0,74478810000.0,,,,,,
9372,3,2,82912.85942551409,83667020000.0,74478830000.0,,,,,,
9373,3,2,82912.87609760332,83667034000.0,74478850000.0,,,,,,
9374,3,2,82912.89276969255,83667050000.0,74478860000.0,,,,,,
9375,3,2,82912.90944178178,83667070000.0,74478880000.0,,,,,,
9376,3,2,82912.92611387101,83667080000.0,74478895000.0,,,,,,
9377,3,2,82912.94278596026,83667100000.0,74478910000.0,,,,,,
9378,3,2,82912.95945804949,83667120000.0,74478930000.0,,,,,,
9379,3,2,82912.97613013872,83667130000.0,74478944000.0,,,,,,
9380,3,2,82912.99280222795,83667150000.0,74478960000.0,,,,,,
9381,3,2,82913.00947431718,83667165000.0,74478980000.0,,,,,,
9382,3,2,82913.02614640642,83667180000.0,74478990000.0,,,,,,
9383,3,2,82913.04281849565,83667200000.0,74479010000.0,,,,,,
9384,3,2,82913.05949058488,83667214000.0,74479030000.0,,,,,,
