,session,participant,time,channel_0
0,1,4,1520.9587537233383,F3 pressed
1,1,4,1521.0387456268145,F3 released
2,1,4,1521.9907973798909,B pressed
3,1,4,1522.1188082257286,B released
4,1,4,1524.1429218873454,W pressed
5,1,4,1524.1749296488633,3 pressed
6,1,4,1524.3589145268998,3 released
7,1,4,1524.406949069431,2 pressed
8,1,4,1524.5429372053768,2 released
9,1,4,1524.8709411100572,D pressed
10,1,4,1524.886956590948,SPACE pressed
11,1,4,1524.9429410232697,W released
12,1,4,1525.062948078703,A pressed
13,1,4,1525.0949668403482,D released
14,1,4,1525.1029499305077,SPACE released
15,1,4,1525.3429644413845,D pressed
16,1,4,1525.374968802862,A released
17,1,4,1525.6710113465597,W pressed
18,1,4,1525.6949792172672,D released
19,1,4,1525.8950041764765,A pressed
20,1,4,1526.0950055354115,A released
21,1,4,1526.3110389754365,R pressed
22,1,4,1526.415029649972,R released
23,1,4,1527.1510546631034,SPACE pressed
24,1,4,1527.1670530437987,D pressed
25,1,4,1527.1751148348485,W released
26,1,4,1527.3430921320905,SPACE released
27,1,4,1527.3990696643377,A pressed
28,1,4,1527.4070723547266,D released
29,1,4,1527.7670899209988,A released
30,1,4,1527.7672320225975,D pressed
31,1,4,1527.9351026186341,D released
32,1,4,1528.2151368815175,S pressed
33,1,4,1528.2791563045976,D pressed
34,1,4,1528.367128498212,S released
35,1,4,1528.4471516020421,D released
36,1,4,1529.8072181634925,3 pressed
37,1,4,1529.8952319575765,2 pressed
38,1,4,1529.9432328997282,1 pressed
39,1,4,1529.9592250803544,3 released
40,1,4,1530.0552292646898,2 released
41,1,4,1530.1272273778814,1 released
42,1,4,1531.479317449237,2 pressed
43,1,4,1531.5513512628386,1 pressed
44,1,4,1531.6233002754743,2 released
45,1,4,1531.679314508132,1 released
46,1,4,1534.847490391512,A pressed
47,1,4,1534.9434635755024,W pressed
48,1,4,1535.071481921419,A released
49,1,4,1535.12747725386,A pressed
50,1,4,1535.1754708959343,W released
51,1,4,1535.431504387736,W pressed
52,1,4,1535.4714887393493,A released
53,1,4,1535.8395010959139,D pressed
54,1,4,1535.903515518934,D released
55,1,4,1536.0395262551247,W released
56,1,4,1536.3915580311877,D pressed
57,1,4,1536.5435548479363,W pressed
58,1,4,1537.0235889697506,W released
59,1,4,1537.3996063167215,LCONTROL pressed
60,1,4,1537.6156930573488,LCONTROL released
61,1,4,1537.8876310287887,D released
62,1,4,1539.6957248505423,D pressed
63,1,4,1539.8317401867826,D released
64,1,4,1541.2397866901592,D pressed
65,1,4,1541.5678305952897,W pressed
66,1,4,1541.5918204662448,D released
67,1,4,1541.8558229480623,R pressed
68,1,4,1541.9838437940052,A pressed
69,1,4,1541.9918491844219,R released
70,1,4,1542.4958604770436,A released
71,1,4,1543.335907565066,D pressed
72,1,4,1543.359898936047,SPACE pressed
73,1,4,1543.3919106976027,W released
74,1,4,1543.5439212145066,A pressed
75,1,4,1543.559917195169,SPACE released
76,1,4,1543.5999390472061,D released
77,1,4,1544.127937010744,SPACE pressed
78,1,4,1544.12819011361,D pressed
79,1,4,1544.1839961439182,A released
80,1,4,1544.3359479601568,SPACE released
81,1,4,1544.5519680000216,A pressed
82,1,4,1544.575959671005,D released
83,1,4,1544.7119792072917,D pressed
84,1,4,1544.7439705686193,W pressed
85,1,4,1544.7679707396965,A released
86,1,4,1544.8639942242517,D released
87,1,4,1544.9039941760275,A pressed
88,1,4,1544.999984160204,W released
89,1,4,1545.1359828962595,LCONTROL pressed
90,1,4,1545.9360360325663,LCONTROL released
91,1,4,1545.976035284344,A released
92,1,4,1546.2960647989603,D pressed
93,1,4,1546.896109776244,A pressed
94,1,4,1546.904085766335,D released
95,1,4,1546.976090279597,LCONTROL pressed
96,1,4,1547.2961035940316,A released
97,1,4,1547.728117973471,D pressed
98,1,4,1547.7761284157314,LCONTROL released
99,1,4,1547.9761401747965,A pressed
100,1,4,1548.0241434169657,D released
101,1,4,1548.1921453144896,LCONTROL pressed
102,1,4,1548.568168361533,A released
103,1,4,1549.1842133195387,D pressed
104,1,4,1549.3602358076387,D released
105,1,4,1549.608255408937,D pressed
106,1,4,1549.7522535353346,LCONTROL released
107,1,4,1549.8322296386395,W pressed
108,1,4,1549.8642403001868,D released
109,1,4,1549.9762413651988,R pressed
110,1,4,1550.1042609111319,R released
111,1,4,1551.1923056001979,SPACE pressed
112,1,4,1551.200304590544,D pressed
113,1,4,1551.2643078134352,W released
114,1,4,1551.3603329980033,A pressed
115,1,4,1551.4003253496994,SPACE released
116,1,4,1551.416314430302,D released
