,session,participant,time,frame_time,frame_num,frame_dtime
12027,1,4,1910.0348627345206,1602266739.036,12802.0,0.03333333134651184
12028,1,4,1910.0681964435378,1602266739.07,12803.0,0.03333333134651184
12029,1,4,1910.101530152555,1602266739.103,12804.0,0.03333333134651184
12030,1,4,1910.134863861572,1602266739.136,12805.0,0.03333333134651184
12031,1,4,1910.1681975705892,1602266739.17,12806.0,0.03333333134651184
12032,1,4,1910.2015312796063,1602266739.203,12807.0,0.03333333134651184
12033,1,4,1910.2348649886235,1602266739.236,12808.0,0.03333333134651184
12034,1,4,1910.2681986976404,1602266739.27,12809.0,0.03333333134651184
12035,1,4,1910.3015324066578,1602266739.303,12810.0,0.03333333134651184
12036,1,4,1910.3348661156747,1602266739.336,12811.0,0.03333333134651184
12037,1,4,1910.368199824692,1602266739.37,12812.0,0.03333333134651184
12038,1,4,1910.401533533709,1602266739.403,12813.0,0.03333333134651184
12039,1,4,1910.4348672427263,1602266739.436,12814.0,0.03333333134651184
12040,1,4,1910.4682009517433,1602266739.47,12815.0,0.03333333134651184
12041,1,4,1910.5015346607606,1602266739.503,12816.0,0.03333333134651184
12042,1,4,1910.5348683697775,1602266739.536,12817.0,0.03333333134651184
12043,1,4,1910.5682020787947,1602266739.57,12818.0,0.03333333134651184
12044,1,4,1910.6015357878118,1602266739.603,12819.0,0.03333333134651184
12045,1,4,1910.634869496829,1602266739.636,12820.0,0.03333333134651184
12046,1,4,1910.668203205846,1602266739.67,12821.0,0.03333333134651184
12047,1,4,1910.7015369148633,1602266739.703,12822.0,0.03333333134651184
12048,1,4,1910.7348706238804,1602266739.736,12823.0,0.03333333134651184
12049,1,4,1910.7682043328975,1602266739.77,12824.0,0.03333333134651184
12050,1,4,1910.8015380419147,1602266739.803,12825.0,0.03333333134651184
12051,1,4,1910.8348717509318,1602266739.836,12826.0,0.03333333134651184
12052,1,4,1910.868205459949,1602266739.87,12827.0,0.03333333134651184
12053,1,4,1910.901539168966,1602266739.903,12828.0,0.03333333134651184
12054,1,4,1910.9348728779833,1602266739.936,12829.0,0.03333333134651184
12055,1,4,1910.9682065870004,1602266739.97,12830.0,0.03333333134651184
12056,1,4,1911.0015402960175,1602266740.003,12831.0,0.03333333134651184
12057,1,4,1911.0348740050347,1602266740.036,12832.0,0.03333333134651184
12058,1,4,1911.0682077140518,1602266740.07,12833.0,0.03333333134651184
12059,1,4,1911.101541423069,1602266740.103,12834.0,0.03333333134651184
12060,1,4,1911.134875132086,1602266740.136,12835.0,0.03333333134651184
12061,1,4,1911.1682088411033,1602266740.17,12836.0,0.03333333134651184
12062,1,4,1911.2015425501204,1602266740.203,12837.0,0.03333333134651184
12063,1,4,1911.2348762591375,1602266740.236,12838.0,0.03333333134651184
12064,1,4,1911.2682099681547,1602266740.27,12839.0,0.03333333134651184
12065,1,4,1911.3015436771718,1602266740.303,12840.0,0.03333333134651184
12066,1,4,1911.334877386189,1602266740.336,12841.0,0.03333333134651184
12067,1,4,1911.3682110952059,1602266740.37,12842.0,0.03333333134651184
12068,1,4,1911.4015448042232,1602266740.403,12843.0,0.03333333134651184
12069,1,4,1911.4348785132402,1602266740.436,12844.0,0.03333333134651184
12070,1,4,1911.4682122222575,1602266740.47,12845.0,0.03333333134651184
12071,1,4,1911.5015459312744,1602266740.503,12846.0,0.03333333134651184
12072,1,4,1911.5348796402918,1602266740.536,12847.0,0.03333333134651184
12073,1,4,1911.5682133493087,1602266740.57,12848.0,0.03333333134651184
12074,1,4,1911.6015470583259,1602266740.603,12849.0,0.03333333134651184
12075,1,4,1911.634880767343,1602266740.636,12850.0,0.03333333134651184
12076,1,4,1911.6682144763602,1602266740.67,12851.0,0.03333333134651184
12077,1,4,1911.7015481853773,1602266740.703,12852.0,0.03333333134651184
12078,1,4,1911.7348818943944,1602266740.736,12853.0,0.03333333134651184
12079,1,4,1911.7682156034116,1602266740.77,12854.0,0.03333333134651184
12080,1,4,1911.8015493124287,1602266740.803,12855.0,0.03333333134651184
12081,1,4,1911.8348830214459,1602266740.836,12856.0,0.03333333134651184
12082,1,4,1911.868216730463,1602266740.87,12857.0,0.03333333134651184
12083,1,4,1911.9015504394802,1602266740.903,12858.0,0.03333333134651184
12084,1,4,1911.9348841484973,1602266740.936,12859.0,0.03333333134651184
12085,1,4,1911.9682178575144,1602266740.97,12860.0,0.03333333134651184
12086,1,4,1912.0015515665316,1602266741.003,12861.0,0.03333333134651184
12087,1,4,1912.0348852755487,1602266741.036,12862.0,0.03333333134651184
