,session,participant,time,channel_0
0,1,4,1511.680338694685,MouseButtonLeft pressed
1,1,4,1511.7504275829488,MouseButtonLeft released
2,1,4,1522.402912387799,MouseButtonLeft pressed
3,1,4,1522.5019281013956,MouseButtonLeft released
4,1,4,1522.7149488971627,MouseButtonLeft pressed
5,1,4,1522.8149323216421,MouseButtonLeft released
6,1,4,1522.9999279022231,MouseButtonLeft pressed
7,1,4,1523.0929850488028,MouseButtonLeft released
8,1,4,1525.5151045895545,MouseButtonLeft pressed
9,1,4,1525.6380696725028,MouseButtonLeft released
10,1,4,1530.8963705108108,MouseButtonLeft pressed
11,1,4,1531.0363964856297,MouseButtonLeft released
12,1,4,1531.8404085280854,MouseButtonLeft pressed
13,1,4,1531.9984193051787,MouseButtonLeft released
14,1,4,1536.2797365556835,MouseButtonLeft pressed
15,1,4,1536.3616759772267,MouseButtonLeft released
16,1,4,1538.1107187481102,MouseButtonLeft pressed
17,1,4,1538.2027426830755,MouseButtonLeft released
18,1,4,1538.4227568574934,MouseButtonLeft pressed
19,1,4,1538.4987607122894,MouseButtonLeft released
20,1,4,1538.7017059947466,MouseButtonLeft pressed
21,1,4,1538.8118082330257,MouseButtonLeft released
22,1,4,1539.2918321316902,MouseButtonLeft pressed
23,1,4,1539.3948012897526,MouseButtonLeft released
24,1,4,1539.9348003629348,MouseButtonLeft pressed
25,1,4,1540.1148322876907,MouseButtonLeft released
26,1,4,1540.4378220202489,MouseButtonLeft pressed
27,1,4,1540.5619303160565,MouseButtonLeft released
28,1,4,1540.7998444917903,MouseButtonLeft pressed
29,1,4,1540.916886908126,MouseButtonLeft released
30,1,4,1541.0859099090667,MouseButtonLeft pressed
31,1,4,1541.1839894121367,MouseButtonLeft released
32,1,4,1541.5429477492144,MouseButtonLeft pressed
33,1,4,1541.6459623077826,MouseButtonLeft released
34,1,4,1545.243096663522,MouseButtonLeft pressed
35,1,4,1545.9381514805718,MouseButtonLeft released
36,1,4,1547.155194868239,MouseButtonLeft pressed
37,1,4,1547.7462147152328,MouseButtonLeft released
38,1,4,1548.779259533534,MouseButtonLeft pressed
39,1,4,1548.864334790349,MouseButtonLeft released
40,1,4,1548.9593224586424,MouseButtonLeft pressed
41,1,4,1549.02446819131,MouseButtonLeft released
42,1,4,1549.2272942724303,MouseButtonLeft pressed
43,1,4,1549.3093187949344,MouseButtonLeft released
44,1,4,1549.4223150657635,MouseButtonLeft pressed
45,1,4,1549.5063309106554,MouseButtonLeft released
46,1,4,1549.6043379129114,MouseButtonLeft pressed
47,1,4,1549.6953364363435,MouseButtonLeft released
48,1,4,1549.7583528450632,MouseButtonLeft pressed
49,1,4,1549.8383624449052,MouseButtonLeft released
50,1,4,1554.6525654885918,MouseButtonLeft pressed
51,1,4,1554.7475886572865,MouseButtonLeft released
52,1,4,1554.8276337575226,MouseButtonLeft pressed
53,1,4,1554.918613080743,MouseButtonLeft released
54,1,4,1555.0055554585488,MouseButtonLeft pressed
55,1,4,1555.0816105139238,MouseButtonLeft released
56,1,4,1555.1825529491834,MouseButtonLeft pressed
57,1,4,1555.2605757266792,MouseButtonLeft released
58,1,4,1555.3596406408324,MouseButtonLeft pressed
59,1,4,1555.4407085525745,MouseButtonLeft released
60,1,4,1555.5276370302308,MouseButtonLeft pressed
61,1,4,1555.6056580076984,MouseButtonLeft released
62,1,4,1555.6967028316503,MouseButtonLeft pressed
63,1,4,1555.7646682960403,MouseButtonLeft released
64,1,4,1555.8456743070783,MouseButtonLeft pressed
65,1,4,1555.9096667267804,MouseButtonLeft released
66,1,4,1555.9907121382712,MouseButtonLeft pressed
67,1,4,1556.0706433372325,MouseButtonLeft released
68,1,4,1556.1397512144613,MouseButtonLeft pressed
69,1,4,1556.2146514568449,MouseButtonLeft released
70,1,4,1556.2856943558363,MouseButtonLeft pressed
71,1,4,1556.3806745240436,MouseButtonLeft released
72,1,4,1556.4596957127724,MouseButtonLeft pressed
73,1,4,1556.5426887461654,MouseButtonLeft released
74,1,4,1556.6296668243813,MouseButtonLeft pressed
75,1,4,1556.7077039020296,MouseButtonLeft released
76,1,4,1556.7957006916986,MouseButtonLeft pressed
77,1,4,1556.8807652483956,MouseButtonLeft released
78,1,4,1556.9647570930247,MouseButtonLeft pressed
79,1,4,1557.0747162296975,MouseButtonLeft released
80,1,4,1561.3229270078664,MouseButtonLeft pressed
81,1,4,1561.4069602529562,MouseButtonLeft released
82,1,4,1562.9750079882579,MouseButtonLeft pressed
83,1,4,1564.009138718764,MouseButtonLeft released
84,1,4,1567.0112025819544,MouseButtonLeft pressed
85,1,4,1567.6563088372422,MouseButtonLeft released
86,1,4,1570.3974573660016,MouseButtonLeft pressed
87,1,4,1570.5153956924114,MouseButtonLeft released
88,1,4,1570.7224390209594,MouseButtonLeft pressed
89,1,4,1570.8244293680036,MouseButtonLeft released
90,1,4,1572.5355081119196,MouseButtonLeft pressed
91,1,4,1572.6115325669452,MouseButtonLeft released
92,1,4,1572.6954960112562,MouseButtonLeft pressed
93,1,4,1572.764532187677,MouseButtonLeft released
