,session,participant,time,frame_time,frame_num,frame_dtime,screen_resolution_width,screen_resolution_height
29967,2,2,22937.355699176765,1602195413.667,0.0,0.03333333134651184,1920,1080
29968,2,2,22937.38903291313,1602195413.701,0.0,0.03333333134651184,1920,1080
29969,2,2,22937.422366649498,1602195413.734,0.0,0.03333333134651184,1920,1080
29970,2,2,22937.455700385864,1602195413.767,0.0,0.03333333134651184,1920,1080
29971,2,2,22937.489034122227,1602195413.801,0.0,0.03333333134651184,1920,1080
29972,2,2,22937.522367858593,1602195413.834,0.0,0.03333333134651184,1920,1080
29973,2,2,22937.55570159496,1602195413.867,0.0,0.03333333134651184,1920,1080
29974,2,2,22937.589035331326,1602195413.901,0.0,0.03333333134651184,1920,1080
29975,2,2,22937.622369067692,1602195413.934,0.0,0.03333333134651184,1920,1080
29976,2,2,22937.65570280406,1602195413.967,0.0,0.03333333134651184,1920,1080
29977,2,2,22937.689036540425,1602195414.001,0.0,0.03333333134651184,1920,1080
29978,2,2,22937.72237027679,1602195414.034,0.0,0.03333333134651184,1920,1080
29979,2,2,22937.755704013158,1602195414.067,0.0,0.03333333134651184,1920,1080
29980,2,2,22937.789037749524,1602195414.101,0.0,0.03333333134651184,1920,1080
29981,2,2,22937.82237148589,1602195414.134,0.0,0.03333333134651184,1920,1080
29982,2,2,22937.855705222257,1602195414.167,0.0,0.03333333134651184,1920,1080
29983,2,2,22937.88903895862,1602195414.201,0.0,0.03333333134651184,1920,1080
29984,2,2,22937.922372694986,1602195414.234,0.0,0.03333333134651184,1920,1080
29985,2,2,22937.955706431352,1602195414.267,0.0,0.03333333134651184,1920,1080
29986,2,2,22937.98904016772,1602195414.301,0.0,0.03333333134651184,1920,1080
29987,2,2,22938.022373904085,1602195414.334,0.0,0.03333333134651184,1920,1080
29988,2,2,22938.05570764045,1602195414.367,0.0,0.03333333134651184,1920,1080
29989,2,2,22938.089041376817,1602195414.401,0.0,0.03333333134651184,1920,1080
29990,2,2,22938.122375113184,1602195414.434,0.0,0.03333333134651184,1920,1080
29991,2,2,22938.15570884955,1602195414.467,0.0,0.03333333134651184,1920,1080
29992,2,2,22938.189042585916,1602195414.501,0.0,0.03333333134651184,1920,1080
29993,2,2,22938.222376322283,1602195414.534,0.0,0.03333333134651184,1920,1080
29994,2,2,22938.25571005865,1602195414.567,0.0,0.03333333134651184,1920,1080
29995,2,2,22938.289043795012,1602195414.601,0.0,0.03333333134651184,1920,1080
29996,2,2,22938.322377531378,1602195414.634,0.0,0.03333333134651184,1920,1080
29997,2,2,22938.355711267744,1602195414.667,0.0,0.03333333134651184,1920,1080
29998,2,2,22938.38904500411,1602195414.701,0.0,0.03333333134651184,1920,1080
29999,2,2,22938.422378740477,1602195414.734,0.0,0.03333333134651184,1920,1080
30000,2,2,22938.455712476843,1602195414.767,0.0,0.03333333134651184,1920,1080
30001,2,2,22938.48904621321,1602195414.801,0.0,0.03333333134651184,1920,1080
30002,2,2,22938.522379949576,1602195414.834,0.0,0.03333333134651184,1920,1080
30003,2,2,22938.555713685942,1602195414.867,0.0,0.03333333134651184,1920,1080
30004,2,2,22938.58904742231,1602195414.901,0.0,0.03333333134651184,1920,1080
30005,2,2,22938.622381158675,1602195414.934,0.0,0.03333333134651184,1920,1080
30006,2,2,22938.65571489504,1602195414.967,0.0,0.03333333134651184,1920,1080
30007,2,2,22938.689048631408,1602195415.001,0.0,0.03333333134651184,1920,1080
30008,2,2,22938.72238236777,1602195415.034,0.0,0.03333333134651184,1920,1080
30009,2,2,22938.755716104137,1602195415.067,0.0,0.03333333134651184,1920,1080
30010,2,2,22938.789049840503,1602195415.101,0.0,0.03333333134651184,1920,1080
30011,2,2,22938.82238357687,1602195415.134,0.0,0.03333333134651184,1920,1080
30012,2,2,22938.855717313236,1602195415.167,0.0,0.03333333134651184,1920,1080
30013,2,2,22938.889051049602,1602195415.201,0.0,0.03333333134651184,1920,1080
30014,2,2,22938.92238478597,1602195415.234,0.0,0.03333333134651184,1920,1080
30015,2,2,22938.955718522335,1602195415.267,0.0,0.03333333134651184,1920,1080
30016,2,2,22938.9890522587,1602195415.301,0.0,0.03333333134651184,1920,1080
30017,2,2,22939.022385995067,1602195415.334,0.0,0.03333333134651184,1920,1080
30018,2,2,22939.055719731434,1602195415.367,0.0,0.03333333134651184,1920,1080
30019,2,2,22939.0890534678,1602195415.401,0.0,0.03333333134651184,1920,1080
30020,2,2,22939.122387204163,1602195415.434,0.0,0.03333333134651184,1920,1080
30021,2,2,22939.15572094053,1602195415.467,0.0,0.03333333134651184,1920,1080
30022,2,2,22939.189054676895,1602195415.501,0.0,0.03333333134651184,1920,1080
30023,2,2,22939.22238841326,1602195415.534,0.0,0.03333333134651184,1920,1080
30024,2,2,22939.255722149628,1602195415.567,0.0,0.03333333134651184,1920,1080
30025,2,2,22939.289055885994,1602195415.601,0.0,0.03333333134651184,1920,1080
30026,2,2,22939.32238962236,1602195415.634,0.0,0.03333333134651184,1920,1080
30027,2,2,22939.355723358727,1602195415.667,0.0,0.03333333134651184,1920,1080
30028,2,2,22939.389057095093,1602195415.701,0.0,0.03333333134651184,1920,1080
30029,2,2,22939.42239083146,1602195415.734,0.0,0.03333333134651184,1920,1080
30030,2,2,22939.455724567826,1602195415.767,0.0,0.03333333134651184,1920,1080
30031,2,2,22939.489058304192,1602195415.801,0.0,0.03333333134651184,1920,1080
30032,2,2,22939.522392040555,1602195415.834,0.0,0.03333333134651184,1920,1080
30033,2,2,22939.55572577692,1602195415.867,0.0,0.03333333134651184,1920,1080
30034,2,2,22939.589059513288,1602195415.901,0.0,0.03333333134651184,1920,1080
30035,2,2,22939.622393249654,1602195415.934,0.0,0.03333333134651184,1920,1080
30036,2,2,22939.65572698602,1602195415.967,0.0,0.03333333134651184,1920,1080
30037,2,2,22939.689060722387,1602195416.001,0.0,0.03333333134651184,1920,1080
30038,2,2,22939.722394458753,1602195416.034,0.0,0.03333333134651184,1920,1080
30039,2,2,22939.75572819512,1602195416.067,0.0,0.03333333134651184,1920,1080
30040,2,2,22939.789061931486,1602195416.101,0.0,0.03333333134651184,1920,1080
30041,2,2,22939.822395667852,1602195416.134,0.0,0.03333333134651184,1920,1080
30042,2,2,22939.85572940422,1602195416.167,0.0,0.03333333134651184,1920,1080
30043,2,2,22939.889063140585,1602195416.201,0.0,0.03333333134651184,1920,1080
30044,2,2,22939.92239687695,1602195416.234,0.0,0.03333333134651184,1920,1080
30045,2,2,22939.955730613314,1602195416.267,0.0,0.03333333134651184,1920,1080
30046,2,2,22939.98906434968,1602195416.301,0.0,0.03333333134651184,1920,1080
30047,2,2,22940.022398086046,1602195416.334,0.0,0.03333333134651184,1920,1080
30048,2,2,22940.055731822413,1602195416.367,0.0,0.03333333134651184,1920,1080
30049,2,2,22940.08906555878,1602195416.401,0.0,0.03333333134651184,1920,1080
30050,2,2,22940.122399295145,1602195416.434,0.0,0.03333333134651184,1920,1080
30051,2,2,22940.15573303151,1602195416.467,0.0,0.03333333134651184,1920,1080
30052,2,2,22940.189066767878,1602195416.501,0.0,0.03333333134651184,1920,1080
30053,2,2,22940.222400504244,1602195416.534,0.0,0.03333333134651184,1920,1080
30054,2,2,22940.25573424061,1602195416.567,0.0,0.03333333134651184,1920,1080
30055,2,2,22940.289067976977,1602195416.601,0.0,0.03333333134651184,1920,1080
30056,2,2,22940.32240171334,1602195416.634,0.0,0.03333333134651184,1920,1080
30057,2,2,22940.355735449706,1602195416.667,0.0,0.03333333134651184,1920,1080
30058,2,2,22940.389069186072,1602195416.701,0.0,0.03333333134651184,1920,1080
30059,2,2,22940.42240292244,1602195416.734,0.0,0.03333333134651184,1920,1080
30060,2,2,22940.455736658805,1602195416.767,0.0,0.03333333134651184,1920,1080
30061,2,2,22940.48907039517,1602195416.801,0.0,0.03333333134651184,1920,1080
30062,2,2,22940.522404131538,1602195416.834,0.0,0.03333333134651184,1920,1080
30063,2,2,22940.555737867904,1602195416.867,0.0,0.03333333134651184,1920,1080
30064,2,2,22940.58907160427,1602195416.901,0.0,0.03333333134651184,1920,1080
30065,2,2,22940.622405340637,1602195416.934,0.0,0.03333333134651184,1920,1080
30066,2,2,22940.655739077003,1602195416.967,0.0,0.03333333134651184,1920,1080
30067,2,2,22940.68907281337,1602195417.001,0.0,0.03333333134651184,1920,1080
